no,gen,trim,year,km,color,accident,price
1711,2,1,2015,34343,1,1,920
1712,2,1,2015,46154,0,1,900
1713,2,1,2014,61881,0,1,950
1714,2,1,2014,56559,0,1,930
1715,2,1,2015,92108,0,1,870
1716,2,1,2015,102679,0,1,730
1717,2,1,2015,79615,0,1,990
1718,2,1,2015,71890,0,1,995
1719,2,1,2015,102631,1,0,780
1720,2,0,2015,16707,0,0,950
1721,2,1,2014,138597,1,1,870
1722,2,1,2015,79402,1,1,750
1723,2,1,2015,115095,1,0,790
1724,2,1,2014,106990,0,0,749
1725,2,1,2014,58309,0,1,830
1726,2,1,2015,78249,0,1,1050
1727,2,1,2014,100282,0,1,920
1728,2,1,2014,81357,1,1,870
1729,2,1,2016,75368,1,1,920
1730,2,1,2015,94803,1,1,990
1731,2,1,2015,60547,1,1,890
1732,2,1,2014,33177,1,1,990
1733,2,1,2014,75793,1,1,850
1734,2,1,2015,124832,0,0,830
1735,2,1,2016,115808,1,1,850
1736,2,0,2014,93971,1,0,680
1737,2,1,2015,111040,0,0,850
1738,2,1,2015,127000,0,0,900
1739,2,1,2014,95259,0,1,880
1740,2,1,2014,41131,0,0,1088
1741,2,1,2015,155025,1,1,650
1742,2,0,2016,23614,0,0,1030
1743,2,0,2014,103268,0,1,880
1744,2,1,2015,107645,1,1,940
1745,2,1,2014,80620,1,0,920
1746,2,0,2015,79191,1,0,699
1747,2,1,2014,25942,0,1,990
1748,2,1,2014,110000,0,0,800
1749,2,1,2014,85866,1,1,850
1750,2,1,2014,74529,0,0,1000
1751,2,1,2015,67840,2,1,890
1752,2,1,2015,102633,0,1,920
1753,2,1,2014,42937,0,0,990
1754,2,1,2016,108467,0,1,790
1755,2,1,2015,23208,1,1,949
1756,2,0,2015,84230,1,0,739
1757,2,0,2014,72000,1,0,1050
1758,2,1,2015,87600,0,1,880
1759,2,1,2016,22098,1,1,1090
1760,2,1,2016,52279,1,0,980
1761,2,1,2014,57920,0,1,930
1762,2,1,2015,71252,1,1,930
1763,2,1,2014,60000,1,1,750
1764,2,1,2015,20289,0,1,1060
1765,2,1,2015,16253,1,0,1080
1766,2,1,2015,68289,1,0,890
1767,2,1,2014,126159,1,1,690
1768,2,1,2015,101330,0,1,830
1769,2,1,2015,90600,2,1,800
1770,2,1,2015,61851,0,1,770
1771,2,0,2014,78000,1,1,670
1772,2,0,2015,82977,1,1,750
1773,2,1,2015,69712,2,0,970
1774,2,1,2015,70896,0,1,820
1775,2,1,2014,54734,1,1,699
1776,2,1,2015,58643,2,1,990
1777,2,1,2016,38049,1,0,1030
1778,2,1,2015,100000,1,1,790
1779,2,1,2015,116859,0,0,810
1780,2,0,2016,96000,0,1,780
1781,2,1,2015,91253,0,0,1040
1782,2,0,2015,102458,1,1,650
1783,2,1,2015,89353,1,1,880
1784,2,0,2014,59301,0,1,730
1785,2,1,2014,144922,0,1,650
1786,2,1,2015,83864,1,1,940
1787,2,1,2014,82810,1,1,900
1788,2,1,2015,49439,2,0,890
1789,2,1,2015,87797,1,0,920
1790,2,1,2015,73938,1,0,930
1791,2,0,2015,108541,1,1,499
1792,2,1,2016,60309,0,0,1090
1793,2,1,2014,55952,0,1,839
1794,2,1,2014,81474,0,1,970
1795,2,1,2015,108570,1,1,599
1796,2,1,2014,138105,0,1,680
1797,2,1,2016,123801,0,1,990
1798,2,1,2014,53476,0,1,1050
1799,2,1,2014,48109,2,0,999
1800,2,1,2014,54500,1,0,900
1801,2,1,2014,80471,0,1,855
1802,2,1,2015,76183,0,0,1120
1803,2,1,2015,43518,1,1,1020
1804,2,1,2016,47987,1,0,950
1805,2,1,2014,92767,1,1,860
1806,2,1,2016,66390,0,1,940
1807,2,1,2015,51056,1,1,920
1808,2,1,2014,112000,1,1,720
1809,2,1,2015,77000,0,0,1080
1810,2,0,2014,24200,0,0,720
1811,2,0,2014,89752,1,1,699
1812,2,1,2016,63981,0,0,1000
1813,2,0,2015,93309,0,1,750
1814,2,1,2015,93853,1,1,730
1815,2,1,2014,82726,1,1,869
1816,2,1,2014,125885,1,1,780
1817,2,1,2016,56233,1,1,899
1818,2,1,2014,36352,1,1,992
1819,2,1,2014,73000,1,0,850
1820,2,1,2015,83000,1,1,690
1821,2,1,2014,20095,0,1,940
1822,2,1,2014,77066,1,0,830
1823,2,1,2015,37000,1,0,1080
1824,2,1,2015,117366,1,0,930
1825,2,1,2014,77046,1,1,900
1826,2,1,2015,81669,0,0,1050
1827,2,1,2014,110000,0,0,799
1828,2,1,2015,40813,1,1,1010
1829,2,1,2014,65686,0,0,840
1830,2,1,2016,81298,1,1,890
1831,2,1,2015,47000,0,1,1130
1832,2,1,2014,103619,1,0,970
1833,2,1,2015,66742,2,0,950
1834,2,1,2015,78500,2,1,890
1835,2,1,2016,102727,1,1,830
1836,2,1,2016,156000,0,1,750
1837,2,1,2016,59854,1,1,960
1838,2,1,2015,5782,1,1,990
1839,2,1,2014,88269,0,0,870
1840,2,1,2016,54000,0,0,1080
1841,2,1,2014,98488,1,1,920
1842,2,1,2014,148440,1,1,730
1843,2,1,2014,103000,0,0,890
1844,2,1,2015,38297,1,0,1080
1845,2,1,2016,158858,0,1,830
1846,2,1,2015,66508,0,1,780
1847,2,1,2015,86897,1,0,1050
1848,2,1,2014,110243,1,1,690
1849,4,2,2020,12539,1,0,2020
1850,4,1,2020,20078,0,0,1950
1851,4,1,2020,10730,0,0,1920
1852,4,2,2019,13692,2,0,1880
1853,4,2,2019,38050,1,0,1880
1854,4,2,2020,35051,1,0,1880
1855,4,0,2020,5302,0,0,1870
1856,4,2,2019,24851,2,0,1870
1857,4,2,2019,35765,1,0,1850
1858,4,1,2020,8305,0,0,1850
1859,4,0,2020,9464,0,0,1849
1860,4,2,2020,31953,0,0,1835
1861,4,2,2019,10451,2,0,1830
1862,4,1,2019,9389,0,0,1830
1863,4,1,2020,35653,1,0,1830
1864,4,0,2020,8000,0,0,1800
1865,4,1,2020,11190,0,0,1799
1866,4,1,2019,38130,0,0,1790
1867,4,0,2020,16912,0,0,1790
1868,4,0,2020,15180,0,0,1790
1869,4,1,2019,10671,0,0,1770
1870,4,1,2019,18060,2,1,1770
1871,4,1,2020,19831,0,1,1750
1872,4,0,2019,36143,0,1,1750
1873,4,1,2020,37267,0,0,1750
1874,4,1,2019,11632,0,1,1750
1875,4,1,2020,17653,0,0,1750
1876,4,1,2020,8100,0,0,1750
1877,4,1,2019,40167,0,0,1750
1878,4,0,2020,16670,1,0,1730
1879,4,0,2020,14574,0,0,1730
1880,4,1,2019,11263,1,0,1730
1881,4,0,2019,6430,1,0,1725
1882,4,1,2020,32296,2,1,1720
1883,4,1,2019,11870,0,0,1710
1884,4,0,2020,39000,0,0,1710
1885,4,1,2020,27655,0,0,1700
1886,4,1,2019,52776,1,0,1699
1887,4,1,2020,19000,0,0,1699
1888,4,1,2019,32113,1,0,1699
1889,4,1,2020,22000,0,0,1690
1890,4,1,2019,8468,0,1,1690
1891,4,0,2019,38129,0,0,1690
1892,4,1,2019,71191,1,0,1690
1893,4,1,2020,25710,0,0,1690
1894,4,0,2019,14000,0,0,1690
1895,4,0,2019,16000,0,0,1690
1896,4,1,2020,15169,0,0,1690
1897,4,1,2019,27436,0,0,1685
1898,4,2,2019,47149,2,0,1681
1899,4,0,2019,19467,0,1,1680
1900,4,0,2019,35273,0,0,1680
1901,4,0,2019,28000,0,0,1680
1902,4,0,2020,36000,0,0,1680
1903,4,1,2020,3600,0,0,1680
1904,4,1,2019,19053,0,0,1670
1905,4,2,2019,10249,1,0,1670
1906,4,1,2020,8318,1,1,1670
1907,4,0,2019,22398,0,0,1670
1908,4,1,2019,34736,0,0,1660
1909,4,0,2019,9654,1,0,1660
1910,4,1,2019,6737,0,0,1660
1911,4,0,2019,17212,0,0,1650
1912,4,1,2019,26590,0,0,1650
1913,4,2,2019,67854,1,0,1650
1914,4,0,2020,21582,0,0,1650
1915,4,0,2020,80241,0,0,1650
1916,4,0,2019,37000,0,1,1650
1917,4,1,2020,23247,0,0,1640
1918,4,1,2019,33630,2,0,1640
1919,4,1,2019,36920,0,0,1630
1920,4,0,2019,40090,0,1,1630
1921,4,1,2019,25695,0,0,1630
1922,4,0,2019,21574,0,0,1630
1923,4,0,2019,15112,0,1,1630
1924,4,1,2019,51095,0,0,1630
1925,4,0,2019,7982,0,0,1630
1926,4,1,2020,16600,0,1,1630
1927,4,1,2019,71277,0,0,1630
1928,4,2,2019,26319,1,0,1630
1929,4,0,2019,27079,1,0,1630
1930,4,0,2019,45121,0,0,1630
1931,4,1,2019,50399,0,0,1630
1932,4,1,2020,43000,1,1,1630
1933,4,1,2019,23929,0,1,1630
1934,4,1,2019,39865,0,0,1630
1935,4,0,2019,15310,0,0,1620
1936,4,1,2020,16048,0,0,1620
1937,4,1,2019,39748,0,1,1620
1938,4,0,2019,42753,1,1,1620
1939,4,1,2020,15041,0,1,1610
1940,4,1,2019,33916,0,0,1600
1941,4,0,2019,44000,0,1,1600
1942,4,1,2020,61223,0,0,1599
1943,4,0,2020,36829,2,0,1590
1944,4,1,2020,64812,0,0,1590
1945,4,1,2019,60315,1,0,1590
1946,4,1,2019,11706,1,0,1590
1947,4,1,2019,22454,1,0,1590
1948,4,1,2019,13800,1,0,1590
1949,4,1,2019,59393,0,1,1590
1950,4,1,2019,60986,1,0,1590
1951,4,1,2019,13746,1,0,1590
1952,4,0,2020,39286,0,0,1590
1953,4,1,2019,54607,0,0,1580
1954,4,1,2019,67604,1,0,1580
1955,4,1,2019,54607,0,0,1580
1956,4,1,2019,48653,1,0,1579
1957,4,0,2020,36657,1,0,1570
1958,4,0,2019,47764,1,0,1570
1959,4,1,2019,54385,0,0,1570
1960,4,1,2019,57000,0,0,1570
1961,4,1,2019,10000,2,0,1570
1962,4,1,2019,33811,2,1,1565
1963,4,0,2019,41022,0,0,1560
1964,4,1,2019,61828,2,0,1560
1965,4,0,2019,30296,0,1,1550
1966,4,1,2019,34078,0,0,1550
1967,4,0,2019,50500,0,0,1550
1968,4,1,2019,29000,0,0,1550
1969,4,0,2019,17393,0,1,1550
1970,4,0,2020,32813,0,0,1550
1971,4,0,2019,56506,0,0,1550
1972,4,1,2019,73540,0,0,1550
1973,4,0,2019,52557,0,0,1550
1974,4,0,2019,30803,1,0,1549
1975,4,0,2019,49879,0,0,1540
1976,4,1,2019,47112,0,0,1540
1977,4,1,2019,52159,0,0,1530
1978,4,0,2019,45644,0,0,1530
1979,4,0,2019,76766,0,0,1530
1980,4,0,2019,24901,0,0,1530
1981,4,0,2019,47000,0,0,1527
1982,4,1,2019,81637,0,0,1525
1983,4,0,2020,17853,0,0,1520
1984,4,0,2019,18963,0,1,1510
1985,4,0,2020,3354,2,1,1500
1986,4,0,2019,72140,0,0,1500
1987,4,1,2019,77227,0,0,1499
1988,4,1,2019,54020,1,1,1499
1989,4,0,2019,35496,0,0,1499
1990,4,0,2019,14678,2,0,1499
1991,4,0,2019,20000,0,1,1490
1992,4,1,2019,63431,0,0,1490
1993,4,0,2019,57446,0,0,1490
1994,4,1,2019,87436,0,1,1490
1995,4,1,2020,26559,1,0,1490
1996,4,0,2019,54206,0,0,1490
1997,4,0,2019,48940,2,0,1490
1998,4,0,2019,17133,2,0,1490
1999,4,1,2019,32451,1,1,1480
2000,4,0,2020,19686,0,0,1480
2001,4,0,2019,19000,1,0,1480
2002,4,1,2019,85669,0,0,1480
2003,4,0,2020,35897,0,0,1470
2004,4,1,2019,57428,0,1,1470
2005,4,0,2019,37720,1,1,1470
2006,4,1,2019,72254,1,0,1470
2007,4,1,2019,46000,0,0,1470
2008,4,1,2019,88674,1,1,1470
2009,4,0,2019,78340,0,0,1470
2010,4,0,2019,83263,0,0,1460
2011,4,0,2019,90186,0,1,1450
2012,4,1,2019,96141,0,0,1450
2013,4,0,2019,53124,1,0,1450
2014,4,1,2019,46648,2,1,1450
2015,4,1,2019,37799,2,1,1448
2016,4,0,2020,22758,0,1,1445
2017,4,0,2019,103911,0,0,1440
2018,4,0,2019,72736,0,1,1440
2019,4,1,2019,90480,0,0,1420
2020,4,0,2019,28050,0,0,1420
2021,4,0,2020,45125,0,0,1420
2022,4,0,2019,62133,0,1,1420
2023,4,0,2020,60000,0,1,1420
2024,4,1,2019,79126,0,1,1419
2025,4,0,2019,78703,0,0,1410
2026,4,0,2019,33608,0,0,1400
2027,4,0,2019,86298,0,1,1400
2028,4,0,2019,47153,0,1,1400
2029,4,0,2020,21088,1,1,1399
2030,4,1,2019,69632,0,1,1399
2031,4,0,2020,68886,0,1,1390
2032,4,0,2019,43012,2,1,1390
2033,4,0,2019,91002,0,0,1390
2034,4,0,2019,99964,0,0,1390
2035,4,1,2019,85000,0,1,1390
2036,4,0,2019,96098,0,1,1380
2037,4,1,2019,61462,2,1,1380
2038,4,0,2019,93604,0,0,1380
2039,4,1,2019,43899,1,1,1380
2040,4,0,2020,53523,0,1,1380
2041,4,0,2019,92650,0,1,1370
2042,4,0,2019,41361,0,0,1370
2043,4,1,2019,83885,0,1,1359
2044,4,0,2019,94921,0,0,1355
2045,4,0,2020,80273,0,0,1350
2046,4,0,2019,43950,2,0,1350
2047,4,0,2019,98774,0,1,1350
2048,4,0,2019,90471,0,0,1350
2049,4,0,2019,98966,0,0,1350
2050,4,1,2019,97158,0,1,1330
2051,4,0,2019,102205,0,0,1329
2052,4,1,2019,96777,1,0,1320
2053,4,0,2019,108583,0,1,1310
2054,4,0,2019,99701,0,1,1300
2055,4,0,2019,82893,0,1,1299
2056,4,1,2019,114779,0,0,1290
2057,4,0,2019,97419,0,1,1290
2058,4,0,2019,110300,0,1,1290
2059,4,0,2019,27583,2,1,1290
2060,4,1,2019,113841,0,1,1290
2061,4,0,2019,107623,0,0,1289
2062,4,0,2019,106772,0,1,1270
2063,4,0,2019,114230,0,1,1260
2064,4,0,2019,107268,0,0,1250
2065,4,0,2019,123078,0,1,1250
2066,4,0,2019,115045,0,1,1249
2067,4,0,2019,39296,0,1,1242
2068,4,0,2019,112039,0,0,1210
2069,4,0,2019,105890,0,1,1210
2070,4,1,2019,96000,0,1,1200
2071,4,1,2019,84000,0,1,1200
2072,4,0,2020,23425,1,1,1150
2073,4,1,2019,109432,0,1,1149
2074,4,1,2019,114000,0,1,1100
2075,4,1,2019,113000,0,1,1100
2076,4,0,2019,27676,0,0,1099
2077,4,1,2019,115000,0,1,1099
2078,4,0,2019,48893,2,1,1090
2079,4,1,2019,106580,0,1,1049
2080,4,1,2020,23000,0,0,782
