cid,model,badge,badgedetail,formyear,mileage,price,color,accident
30587036,"아반떼 HD","1.6 VVT S16","럭셔리",2008,72754,360,은색,hood
31079371,"아반떼 HD","1.6 VVT S16","럭셔리",2009,187920,350,검정색,frontFenderRight
31235874,"아반떼 HD","1.6 VVT S16","럭셔리",2010,99000,420,은회색,frontFenderRight|frontFenderLeft|rearPanel
31203976,"아반떼 HD","1.6 VVT S16","프리미어",2009,100000,430,은색,
31227884,"아반떼 HD","1.6 VVT S16","럭셔리",2010,140324,399,검정색,rearDoorRight|frontFenderLeft
31227709,"아반떼 HD","1.6 VVT X16","프리미어",2010,94027,519,흰색,trunkLead|rearDoorLeft
31110967,"아반떼 HD","1.6 VVT S16","럭셔리",2010,121601,470,검정색,
31175467,"아반떼 HD","1.6 VVT S16","럭셔리",2010,121351,395,은색,frontFenderRight|frontSideMemberRight|radiatorSupport
31044625,"아반떼 HD","1.6 VVT E16","디럭스",2007,186188,269,흰색,frontFenderRight|frontSideMemberRight|hood|frontDoorRight|frontFenderLeft
30534706,"아반떼 HD","1.6 VVT S16","럭셔리",2009,113372,350,은색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
29369311,"아반떼 HD","1.6 VVT S16","럭셔리",2009,74530,520,검정색,rearDoorRight
30955449,"아반떼 HD","1.6 VVT E16","디럭스",2010,106047,320,은색,frontFenderRight|quarterPanelLeft|pillarPanelMiddleLeft|trunkLead|frontDoorLeft|frontFenderLeft|rearPanel|rearDoorLeft
30989322,"아반떼 HD","1.6 VVT S16","럭셔리",2007,106600,380,은색,frontFenderRight|frontPanel|hood|radiatorSupport|frontFenderLeft
30472232,"아반떼 HD","1.6 VVT S16","럭셔리",2009,110520,390,은색,
31051044,"아반떼 HD","1.6 VVT S16","럭셔리",2007,98645,330,은색,frontFenderRight|frontDoorLeft|frontFenderLeft
30464944,"아반떼 HD","1.6 VVT S16","프리미어",2010,144917,490,흰색,quarterPanelRight|frontFenderRight|rearDoorRight
30654063,"아반떼 HD","1.6 VVT S16","럭셔리",2010,105000,380,은색,insidePanelRight|frontFenderRight|quarterPanelLeft|hood|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
30593460,"아반떼 HD","1.6 VVT E16","디럭스",2007,130632,290,은색,
31229220,"아반떼 HD","1.6 VVT E16","디럭스",2009,41095,460,은색,
31084665,"아반떼 HD","1.6 VVT S16","럭셔리",2007,166124,349,은색,
26908427,"아반떼 HD","1.6 VVT S16","럭셔리",2007,79774,390,은색,rearDoorLeft
28483360,"아반떼 HD","1.6 VVT S16","럭셔리 어드밴스팩",2010,130000,490,검정색,frontFenderRight|hood|radiatorSupport
30972582,"아반떼 HD","1.6 VVT E16","디럭스",2008,156000,299,은색,insidePanelRight|frontFenderRight|hood|radiatorSupport|frontFenderLeft
31236251,"아반떼 HD","1.6 VVT E16","디럭스",2009,97557,420,흰색,frontDoorLeft
30852344,"아반떼 HD","1.6 VVT S16","럭셔리",2007,119275,450,은색,radiatorSupport|frontFenderLeft
30726086,"아반떼 HD","1.6 VVT S16","럭셔리",2010,167065,530,검정색,
31154272,"아반떼 HD","1.6 VVT S16","프리미어",2007,135152,349,은색,frontFenderRight|frontPanel|frontDoorLeft
31184753,"아반떼 HD","1.6 VVT E16","디럭스",2010,156111,400,검정색,frontFenderRight|radiatorSupport
31077275,"아반떼 HD","1.6 VVT E16","디럭스",2009,146913,350,은색,frontFenderLeft
31228651,"아반떼 HD","1.6 VVT S16","럭셔리",2008,166000,360,은색,quarterPanelRight
30785189,"아반떼 HD","1.6 VVT S16","럭셔리",2008,76853,390,은색,frontFenderRight|hood|radiatorSupport
30923600,"아반떼 HD","1.6 VVT S16","프리미어",2009,86148,399,은색,insidePanelRight|frontFenderRight|frontSideMemberLeft|frontSideMemberRight|hood|frontDoorLeft|insidePanelLeft|radiatorSupport|frontFenderLeft
30969122,"아반떼 HD","1.6 VVT S16","럭셔리",2010,82600,480,은색,frontFenderRight|radiatorSupport
31196449,"아반떼 HD","1.6 VVT E16","디럭스",2010,28284,445,은색,frontFenderRight|rearDoorRight|frontDoorRight
30243991,"아반떼 HD","1.6 VVT E16","디럭스",2007,154926,330,흰색,frontFenderRight|trunkLead|trunkFloor|rearPanel
31221173,"아반떼 HD","1.6 VVT S16","럭셔리",2010,127874,420,검정색,rearDoorRight|trunkLead|frontDoorLeft|frontFenderLeft
31207136,"아반떼 HD","1.6 VVT X16","프리미어",2009,111528,390,은색,frontFenderRight|hood|trunkLead|insidePanelLeft|radiatorSupport|frontFenderLeft|rearPanel
30699761,"아반떼 HD","1.6 VVT S16","럭셔리",2009,146905,379,검정색,rearPanel
31211151,"아반떼 HD","1.6 VVT E16","디럭스",2009,158121,270,은색,frontFenderLeft
31236047,"아반떼 HD","1.6 VVT E16","디럭스",2008,46300,359,은색,frontFenderLeft
31235985,"아반떼 HD","1.6 VVT S16","월드컵 스페셜 에디션",2010,62697,489,쥐색,frontFenderRight|trunkLead
31250335,"아반떼 HD","1.6 VVT S16","럭셔리",2008,52454,430,은색,radiatorSupport|frontFenderLeft
31234269,"아반떼 HD","1.6 VVT S16","프리미어",2010,97143,550,은색,frontFenderLeft
30120622,"아반떼 HD","1.6 VVT X16","럭셔리 블랙",2010,130000,320,검정색,frontSideMemberLeft|rearDoorRight|frontSideMemberRight|radiatorSupport
31165794,"아반떼 HD","1.6 VVT E16","디럭스",2009,112323,380,은색,frontDoorRight
31230100,"아반떼 HD","1.6 VVT S16","럭셔리",2010,102250,460,은회색,rearDoorRight|radiatorSupport|frontFenderLeft
30897487,"아반떼 HD","1.6 VVT S16","프리미어",2007,63000,430,은회색,frontFenderRight
31193109,"아반떼 HD","1.6 VVT S16","프리미어",2007,59405,450,은회색,frontFenderRight
31176159,"아반떼 HD","1.6 VVT S16","럭셔리",2009,78758,420,은색,rearDoorRight
31208434,"아반떼 HD","1.6 VVT E16","디럭스",2009,191902,340,은회색,frontFenderRight|hood|frontDoorLeft|frontFenderLeft
31228061,"아반떼 HD","1.6 VVT S16","럭셔리",2007,67308,370,은색,rearDoorRight|frontFenderLeft
31125668,"아반떼 HD","1.6 VVT S16","럭셔리",2010,125237,419,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31243931,"아반떼 HD","1.6 VVT S16","럭셔리",2008,119196,490,은색,
31109983,"아반떼 HD","1.6 VVT S16","럭셔리",2008,87328,450,흰색,
31141184,"아반떼 HD","1.6 VVT S16","프리미어",2008,95248,320,은회색,frontFenderRight|frontSideMemberRight|radiatorSupport
29890613,"아반떼 HD","1.6 VVT S16","월드컵 스페셜 에디션",2010,103079,470,은색,frontFenderRight|hood|frontFenderLeft
30812426,"아반떼 HD","1.6 VVT S16","럭셔리",2010,190207,370,은색,quarterPanelLeft|frontFenderLeft
30524887,"아반떼 HD","1.6 VVT S16","월드컵 스페셜 에디션",2010,177779,380,은색,quarterPanelRight|frontFenderRight|hood|trunkLead|frontFenderLeft|rearPanel
31055016,"아반떼 HD","1.6 VVT S16","럭셔리",2009,40000,490,은색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31216186,"아반떼 HD","1.6 VVT S16","프리미어",2007,100962,380,검정색,trunkLead|rearPanel
31232938,"아반떼 HD","1.6 VVT E16","디럭스",2009,135395,320,은색,trunkLead|frontFenderLeft|rearPanel
31082248,"아반떼 HD","1.6 VVT S16","프리미어",2007,110626,370,은색,radiatorSupport
30768652,"아반떼 HD","1.6 VVT E16","디럭스",2009,93000,380,은색,frontFenderLeft
31210154,"아반떼 HD","1.6 VVT S16","럭셔리 어드밴스팩",2010,68723,489,은회색,rearPanel
31144611,"아반떼 HD","1.6 VVT S16","프리미어",2009,63000,480,은색,frontSideMemberLeft
31110517,"아반떼 HD","1.6 VVT S16","럭셔리",2009,163142,380,은색,frontFenderRight|frontFenderLeft
30908459,"아반떼 HD","1.6 VVT S16","럭셔리",2007,108677,350,은색,frontFenderRight|rearDoorRight|frontDoorLeft|radiatorSupport|frontFenderLeft
30984199,"아반떼 HD","1.6 VVT S16","파이브 밀리언",2009,60000,470,흰색,frontFenderRight|frontDoorRight|radiatorSupport
30833421,"아반떼 HD","1.6 VVT S16","럭셔리",2009,110000,350,은색,
27791679,"아반떼 HD","1.6 VVT S16","럭셔리",2009,169000,9999,검정색,frontFenderRight
31184131,"아반떼 MD","M16 GDI 럭셔리","",2011,131000,599,쥐색,frontFenderLeft
30248725,"아반떼 MD","M16 GDI 럭셔리","",2011,126835,620,쥐색,frontSideMemberRight|hood|radiatorSupport
31127475,"아반떼 MD","M16 GDI 프리미어","",2012,103668,750,쥐색,frontFenderLeft
30804159,"아반떼 MD","M16 GDI 럭셔리","",2012,118985,620,흰색,
31172826,"아반떼 MD","M16 GDI 프리미어","",2012,151330,699,흰색,frontFenderRight|frontSideMemberRight|hood|frontFenderLeft
30975140,"아반떼 MD","M16 GDI 에비뉴","",2013,56969,859,은색,sideSillPanelLeft|rearDoorLeft
31082690,"아반떼 MD","M16 GDI 프리미어","",2011,107059,670,흰색,trunkLead|rearPanel
31062878,"아반떼 MD","M16 GDI 럭셔리","",2011,129970,579,흰색,frontFenderRight
31134260,"아반떼 MD","M16 GDI 모던","",2013,106063,750,쥐색,
30861964,"아반떼 MD","M16 GDI 스타일","",2014,33734,850,흰색,
31099137,"아반떼 MD","M16 GDI 스마트","",2013,152905,480,흰색,insidePanelRight|frontWheelHouseLeft|trunkLead|frontDoorLeft|insidePanelLeft|frontFenderLeft|rearPanel
31224270,"아반떼 MD","M16 GDI 프리미어","",2011,126489,680,흰색,frontFenderRight|hood|radiatorSupport
30970125,"아반떼 MD","M16 GDI 프리미어","",2012,70442,890,흰색,
30548744,"아반떼 MD","M16 GDI 모던","",2013,78604,690,은색,trunkFloor|rearPanel
31039781,"아반떼 MD","M16 GDI 에비뉴","",2014,32519,780,은색,frontSideMemberLeft|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
31071409,"아반떼 MD","M16 GDI 럭셔리","",2012,47960,830,은색,
30412626,"아반떼 MD","M16 GDI 럭셔리","",2012,61758,800,흰색,sideSillPanelRight
31059536,"아반떼 MD","M16 GDI 럭셔리","",2011,90804,730,흰색,frontFenderLeft
31194819,"아반떼 MD","M16 GDI 스마트","",2014,146499,700,흰색,radiatorSupport
31135615,"아반떼 MD","M16 GDI 디럭스","",2011,120681,580,검정색,frontFenderRight
31139135,"아반떼 MD","M16 GDI 디럭스","",2012,63655,690,검정색,frontFenderRight|trunkFloor|rearPanel
30759116,"아반떼 MD","M16 GDI 럭셔리","",2011,136950,420,흰색,quarterPanelRight|frontSideMemberLeft|rearDoorRight|quarterPanelLeft|hood|trunkLead|frontDoorRight|radiatorSupport|rearPanel
30894397,"아반떼 MD","M16 GDI 럭셔리","",2012,123040,490,은색,frontFenderRight|rearDoorRight|quarterPanelLeft|frontDoorLeft
30299237,"아반떼 MD","M16 GDI 럭셔리","",2012,135347,550,쥐색,rearDoorRight|frontDoorRight|radiatorSupport|frontFenderLeft
31201882,"아반떼 MD","M16 GDI 럭셔리","",2012,145734,555,흰색,frontFenderRight|quarterPanelLeft|hood|sideSillPanelRight|frontDoorLeft|frontDoorRight|radiatorSupport|frontFenderLeft|rearDoorLeft
30785146,"아반떼 MD","M16 GDI 럭셔리","",2011,97538,640,흰색,quarterPanelRight|hood|sideSillPanelRight
30817371,"아반떼 MD","M16 GDI 탑","",2011,103779,660,검정색,frontFenderRight|rearDoorRight|sideSillPanelRight|frontDoorRight
31231260,"아반떼 MD","M16 GDI 프리미어","",2012,65069,880,흰색,frontFenderRight|radiatorSupport
31194136,"아반떼 MD","M16 GDI 에비뉴","",2013,91252,870,흰색,frontFenderLeft
31249771,"아반떼 MD","M16 GDI 프리미어","",2012,107495,690,흰색,hood|frontDoorLeft|radiatorSupport|frontFenderLeft
31211018,"아반떼 MD","M16 GDI 럭셔리","",2011,109800,620,은색,rearDoorRight|rearDoorLeft
31159738,"아반떼 MD","M16 GDI 프리미어","",2012,113177,630,흰색,quarterPanelRight|rearDoorRight|hood|frontDoorRight|radiatorSupport
31203577,"아반떼 MD","M16 GDI 프리미어","",2012,124584,750,쥐색,
31163636,"아반떼 MD","M16 GDI 탑","",2012,81437,820,흰색,
30062744,"아반떼 MD","M16 GDI 디럭스","",2011,123683,490,은색,frontFenderRight|sideSillPanelLeft
31045215,"아반떼 MD","M16 GDI 디럭스","",2011,153109,430,흰색,pillarPanelFrontRight|frontFenderRight|rearDoorRight|hood|frontDoorRight|frontFenderLeft
31086481,"아반떼 MD","M16 GDI 스마트","",2013,95570,670,흰색,insidePanelRight|frontWheelHouseRight|frontFenderRight|frontSideMemberRight|frontWheelHouseLeft|hood|sideSillPanelRight|frontDoorRight|frontFenderLeft
31040292,"아반떼 MD","M16 GDI 에비뉴","",2013,69015,930,흰색,
31169478,"아반떼 MD","M16 GDI 프리미어","",2011,37660,880,은색,
30785516,"아반떼 MD","M16 GDI 탑","",2011,121765,530,쥐색,quarterPanelRight|frontFenderRight|rearDoorRight|sideSillPanelRight|frontDoorRight|radiatorSupport|frontFenderLeft|rearSideMemberRight
30995888,"아반떼 MD","M16 GDI 럭셔리","",2012,102123,630,흰색,
30604248,"아반떼 MD","M16 GDI 프리미어","",2012,92786,770,흰색,frontFenderRight|frontFenderLeft
30900582,"아반떼 MD","M16 GDI 스마트","",2013,133273,590,흰색,frontFenderRight|rearDoorRight|sideSillPanelRight
30954954,"아반떼 MD","M16 GDI 스마트","",2013,61804,670,검정색,frontFenderRight|quarterPanelLeft|trunkLead|sideSillPanelRight|frontDoorLeft|frontFenderLeft|rearPanel|rearDoorLeft
30912496,"아반떼 MD","M16 GDI 탑","",2011,100521,740,은회색,frontFenderRight
31240470,"아반떼 MD","M16 GDI 에비뉴","",2013,139407,690,흰색,
31110642,"아반떼 MD","M16 GDI 모던","",2013,105685,750,흰색,trunkLead
31066303,"아반떼 MD","M16 GDI 프리미엄","",2013,114556,880,은색,
31251657,"아반떼 MD","M16 GDI 럭셔리","",2012,42364,830,흰색,
30879788,"아반떼 MD","M16 GDI 럭셔리","",2011,163959,460,은색,frontFenderRight|quarterPanelLeft|frontDoorLeft|rearDoorLeft
31155874,"아반떼 MD","M16 GDI 럭셔리","",2012,107766,690,은색,frontFenderRight|hood|frontDoorRight|radiatorSupport
31198726,"아반떼 MD","M16 GDI 럭셔리","",2011,125735,650,흰색,frontFenderRight|frontDoorLeft|frontFenderLeft
31154011,"아반떼 MD","M16 GDI 럭셔리","",2011,91498,580,은색,frontFenderRight|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
31106335,"아반떼 MD","M16 GDI 럭셔리","",2011,81663,720,은색,frontFenderLeft
30893459,"아반떼 MD","M16 GDI 에비뉴","",2013,61700,750,은색,frontFenderRight|radiatorSupport
31031535,"아반떼 MD","M16 GDI 블루세이버","",2012,108701,700,흰색,rearDoorLeft
31013654,"아반떼 MD","M16 GDI 프리미어","",2012,156951,610,흰색,hood|frontFenderLeft
31176095,"아반떼 MD","M16 GDI 탑","",2012,79400,599,흰색,frontWheelHouseLeft|hood|trunkLead|insidePanelLeft|radiatorSupport|trunkFloor|frontFenderLeft|rearPanel
31211877,"아반떼 MD","M16 GDI 럭셔리","",2014,43435,770,은색,frontFenderRight|hood|frontDoorRight|radiatorSupport|frontFenderLeft
30416558,"아반떼 MD","M16 GDI 모던","",2013,82264,850,흰색,frontFenderRight
30805660,"아반떼 MD","M16 GDI 럭셔리","",2012,122108,630,검정색,hood|trunkLead|radiatorSupport|rearPanel
30392336,"아반떼 MD","M16 GDI 럭셔리","",2012,107959,548,검정색,trunkLead|rearPanel
31227747,"아반떼 MD","M16 GDI 럭셔리","",2012,65739,690,은색,frontFenderRight|rearDoorRight|frontSideMemberRight|hood|radiatorSupport
31194436,"아반떼 MD","M16 GDI 블루세이버","",2012,78275,750,흰색,frontFenderRight|quarterPanelLeft|rearDoorLeft
31040457,"아반떼 MD","M16 GDI 프리미어","",2011,126465,630,은색,trunkLead|frontDoorRight|frontFenderLeft
31206417,"아반떼 MD","M16 GDI 스마트","",2013,88932,730,검정색,quarterPanelRight
31064521,"아반떼 MD","M16 GDI 모던","",2013,105121,839,흰색,frontFenderLeft
31158970,"아반떼 MD","M16 GDI 모던","",2013,78439,899,흰색,
31204326,"아반떼 MD","M16 GDI 스마트","",2013,110982,650,검정색,frontFenderRight
31009948,"아반떼 MD","M16 GDI 럭셔리","",2011,96269,585,은색,sideSillPanelLeft|frontFenderLeft
30793335,"아반떼 MD","M16 GDI 럭셔리","",2011,117395,549,검정색,quarterPanelLeft|trunkLead|trunkFloor
30538524,"아반떼 MD","M16 GDI 블루세이버","",2012,74313,720,쥐색,rearDoorLeft
31077808,"아반떼 MD","M16 GDI 럭셔리","",2011,96541,490,쥐색,quarterPanelRight|insidePanelRight|frontFenderRight|frontSideMemberLeft|rearDoorRight|frontSideMemberRight|hood|sideSillPanelRight|frontDoorLeft|insidePanelLeft|frontDoorRight|radiatorSupport|frontFenderLeft
29902403,"아반떼 MD","M16 GDI 모던","",2013,109547,750,쥐색,hood
30963649,"아반떼 MD","M16 GDI 스마트","",2013,106063,750,흰색,
30277872,"아반떼 MD","M16 GDI 스마트","",2014,45903,880,은색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
30901976,"아반떼 MD","M16 GDI 럭셔리","",2011,63219,670,은색,frontFenderRight|trunkLead
30897026,"아반떼 MD","M16 GDI 탑","",2012,146141,650,흰색,frontFenderRight|hood|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
30890574,"아반떼 MD","M16 GDI 디럭스","",2012,126156,530,흰색,frontFenderRight|hood|sideSillPanelRight|radiatorSupport
30887313,"아반떼 MD","M16 GDI 프리미어","",2012,101558,799,검정색,
31217489,"아반떼 MD","M16 GDI 럭셔리","",2012,164391,570,은색,frontDoorLeft|radiatorSupport|frontFenderLeft
30814935,"아반떼 MD","M16 GDI 에비뉴","",2013,69931,760,흰색,quarterPanelLeft|sideSillPanelLeft|frontDoorLeft|rearSideMemberLeft|rearPanel|rearDoorLeft
31031886,"아반떼 MD","M16 GDI 탑","",2012,97859,730,흰색,frontFenderRight|hood|radiatorSupport
31186589,"아반떼 MD","M16 GDI 럭셔리","",2012,131091,590,흰색,frontFenderRight|quarterPanelLeft|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
30732272,"아반떼 MD","M16 GDI 디럭스","",2012,10260,680,은색,
30985206,"아반떼 MD","M16 GDI 프리미어","",2011,97552,690,흰색,radiatorSupport
30861760,"아반떼 MD","M16 GDI 모던","",2013,101641,890,흰색,
31178119,"아반떼 MD","M16 GDI 럭셔리","",2012,45225,890,흰색,
31133061,"아반떼 MD","M16 GDI 에비뉴","",2013,107151,730,흰색,quarterPanelRight|frontWheelHouseRight|frontFenderRight|rearDoorRight|hood|trunkLead|sideSillPanelRight|frontDoorRight|radiatorSupport
31120536,"아반떼 MD","M16 GDI 에비뉴","",2014,60367,900,은색,frontFenderRight
31242254,"아반떼 MD","M16 GDI 프리미어","",2011,56762,730,흰색,frontFenderRight|radiatorSupport|rearSideMemberLeft|rearPanel
30828863,"아반떼 MD","M16 GDI 탑","",2012,80600,790,흰색,frontFenderRight|radiatorSupport|frontFenderLeft
31184408,"아반떼 MD","M16 GDI 프리미어","",2012,86435,599,은색,frontFenderRight|quarterPanelLeft|trunkLead|frontDoorLeft|radiatorSupport|trunkFloor|frontFenderLeft|rearPanel|rearDoorLeft
31168852,"아반떼 MD","M16 GDI 럭셔리","",2011,52582,699,은색,frontFenderRight|rearDoorRight|sideSillPanelRight|frontDoorRight|frontFenderLeft
31031433,"아반떼 MD","M16 GDI 럭셔리","",2012,63195,750,쥐색,
31166823,"아반떼 MD","M16 GDI 프리미어","",2012,69348,870,은색,rearDoorLeft
31016342,"아반떼 MD","M16 GDI 럭셔리","",2012,106619,799,흰색,
31191789,"아반떼 MD","M16 GDI 럭셔리","",2012,99713,630,은색,quarterPanelLeft|frontFenderLeft
30574953,"아반떼 MD","M16 GDI 럭셔리","",2012,131229,640,흰색,
30975596,"아반떼 MD","M16 GDI 럭셔리","",2012,78370,750,흰색,
31194667,"아반떼 MD","M16 GDI 럭셔리","",2012,71240,750,은색,
31217442,"아반떼 MD","M16 GDI 에비뉴","",2014,145818,690,은색,quarterPanelRight
31179090,"아반떼 MD","M16 GDI 에비뉴","",2014,109139,850,흰색,
30780581,"아반떼 MD","M16 GDI 프리미엄","",2013,96297,870,흰색,
31218464,"아반떼 MD","M16 GDI 모던","",2013,140274,690,흰색,
31068029,"아반떼 MD","M16 GDI 럭셔리","",2011,69074,610,은색,rearDoorRight|sideSillPanelRight|frontDoorRight
30972247,"아반떼 MD","M16 GDI 럭셔리","",2011,171316,360,명은색,frontFenderRight|frontSideMemberLeft|frontPanel|frontSideMemberRight|frontWheelHouseLeft|hood|frontDoorLeft|insidePanelLeft|frontFenderLeft|rearDoorLeft
31141861,"아반떼 MD","M16 GDI 럭셔리","",2011,102173,400,쥐색,quarterPanelRight|insidePanelRight|frontFenderRight|frontSideMemberLeft|rearDoorRight|frontSideMemberRight|hood|trunkLead|insidePanelLeft|frontDoorRight|radiatorSupport|frontFenderLeft
31238411,"아반떼 MD","M16 GDI 탑","",2012,136277,680,은색,rearPanel
31167239,"아반떼 MD","M16 GDI 스마트","",2013,104803,650,쥐색,frontFenderLeft
31078074,"아반떼 MD","M16 GDI 럭셔리","",2011,35887,670,은색,frontFenderRight|rearDoorRight|hood|frontDoorRight|radiatorSupport|frontFenderLeft
26958843,"아반떼 MD","M16 GDI 럭셔리","",2012,132235,510,쥐색,frontFenderRight|rearDoorRight|frontWheelHouseLeft|sideSillPanelLeft|frontDoorLeft|insidePanelLeft|radiatorSupport|frontFenderLeft|rearDoorLeft|pillarPanelFrontLeft
31093700,"아반떼 MD","M16 GDI 럭셔리","",2011,73044,650,은색,frontSideMemberLeft|frontPanel|hood|radiatorSupport|frontFenderLeft
31144608,"아반떼 MD","M16 GDI 럭셔리","",2012,125652,590,흰색,hood|rearPanel
30776285,"아반떼 MD","M16 GDI 럭셔리","",2012,108591,659,흰색,frontFenderRight|radiatorSupport
31108804,"아반떼 MD","M16 GDI 럭셔리","",2012,134868,670,흰색,
31132652,"아반떼 MD","M16 GDI 스타일","",2014,95314,720,흰색,frontDoorLeft
30911081,"아반떼 MD","M16 GDI 럭셔리","",2011,26673,640,은색,frontFenderRight|frontSideMemberLeft|rearDoorRight|frontSideMemberRight|hood|sideSillPanelRight|insidePanelLeft|frontDoorRight|radiatorSupport|frontFenderLeft
31230998,"아반떼 MD","M16 GDI 럭셔리","",2012,49795,729,쥐색,rearDoorRight|frontDoorLeft|frontDoorRight|frontFenderLeft
30937818,"아반떼 MD","M16 GDI 스마트","",2013,139789,570,흰색,hood|radiatorSupport
31016666,"아반떼 MD","M16 GDI 프리미어","",2012,81694,699,흰색,rearDoorRight|sideSillPanelRight|frontDoorRight
30640177,"아반떼 MD","M16 GDI 모던","",2013,61013,750,흰색,quarterPanelRight|insidePanelRight|frontFenderRight|quarterPanelLeft|hood|radiatorSupport|rearPanel
31253450,"아반떼 MD","M16 GDI 럭셔리","",2011,79030,730,은색,frontFenderLeft
31243859,"아반떼 MD","M16 GDI 럭셔리","",2011,127162,590,검정색,frontFenderRight|radiatorSupport
30293782,"아반떼 MD","M16 GDI 럭셔리","",2012,142732,470,흰색,frontFenderRight|frontSideMemberLeft|frontWheelHouseLeft|hood|frontDoorLeft|insidePanelLeft|radiatorSupport|frontFenderLeft
30569035,"아반떼 MD","M16 GDI 프리미어","",2011,164765,470,흰색,quarterPanelRight|frontFenderRight|hood|radiatorSupport|frontFenderLeft
30122222,"아반떼 MD","M16 GDI 에비뉴","",2013,74288,720,은색,quarterPanelRight|hood|radiatorSupport
31177754,"아반떼 MD","M16 GDI 모던","",2013,70147,1030,흰색,
31153256,"아반떼 MD","M16 GDI 탑","",2012,96575,789,은색,trunkLead
31153280,"아반떼 MD","M16 GDI 에비뉴","",2014,60013,930,흰색,hood|radiatorSupport
31023095,"아반떼 MD","M16 GDI 럭셔리","",2011,93738,550,은색,quarterPanelRight|rearDoorRight
31064338,"아반떼 MD","M16 GDI 프리미어","",2012,88465,770,은색,hood|radiatorSupport|frontFenderLeft
30861668,"아반떼 MD","M16 GDI 에비뉴","",2013,66261,810,은색,frontFenderRight|hood
31252963,"아반떼 MD","M16 GDI 럭셔리","",2011,88552,589,흰색,frontDoorLeft
31126097,"아반떼 MD","M16 GDI 블루세이버","",2012,91731,690,검정색,frontFenderRight|radiatorSupport
31082868,"아반떼 MD","M16 GDI 럭셔리","",2012,45537,800,흰색,frontFenderLeft
30678890,"아반떼 MD","M16 GDI 프리미어","",2011,128792,790,흰색,
31238514,"아반떼 MD","M16 GDI 디럭스","",2011,107126,625,흰색,frontFenderRight
31220316,"아반떼 MD","M16 GDI 프리미어","",2012,98012,770,은색,frontFenderRight|rearDoorRight|hood|frontDoorRight
31223734,"아반떼 MD","M16 GDI 프리미어","",2012,137301,699,흰색,frontFenderRight|hood|frontFenderLeft|rearDoorLeft
30865859,"아반떼 MD","M16 GDI 스마트","",2013,70154,740,은회색,pillarPanelFrontRight|frontFenderRight|sideSillPanelRight|frontDoorRight|radiatorSupport|frontFenderLeft
30499190,"아반떼 MD","M16 GDI 프리미엄","",2014,82934,890,은색,rearDoorLeft
31169420,"아반떼 MD","M16 GDI 디럭스","",2012,56000,730,은색,rearDoorLeft
30958751,"아반떼 MD","M16 GDI 럭셔리","",2011,129000,630,은색,
31157994,"아반떼 MD","M16 GDI 모던","",2013,56777,810,은색,hood|sideSillPanelLeft|frontFenderLeft
31185000,"아반떼 MD","M16 GDI 디럭스","",2012,113411,670,흰색,
31117772,"아반떼 MD","M16 GDI 프리미어","",2011,89293,770,흰색,rearDoorRight|radiatorSupport
31029042,"아반떼 MD","M16 GDI 프리미어","",2011,129921,750,흰색,
31223473,"아반떼 MD","M16 GDI 탑","",2012,48392,810,은색,frontFenderLeft
30982728,"아반떼 MD","M16 GDI 스마트","",2013,119472,590,흰색,frontFenderRight|sideSillPanelRight|sideSillPanelLeft|frontDoorLeft|frontFenderLeft
30938285,"아반떼 MD","M16 GDI 럭셔리","",2012,39000,870,은색,
31009475,"아반떼 MD","M16 GDI 럭셔리","",2011,77608,760,흰색,
31195810,"아반떼 MD","M16 GDI 럭셔리","",2012,82263,680,흰색,hood|radiatorSupport
30916609,"아반떼 MD","M16 GDI 럭셔리","",2012,67438,630,은색,frontFenderRight|sideSillPanelLeft|frontDoorLeft|rearDoorLeft
30953347,"아반떼 MD","M16 GDI 스마트","",2013,45044,700,검정색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
30330066,"아반떼 MD","M16 GDI 프리미어","",2011,91777,680,은회색,frontFenderRight|trunkLead
31162474,"아반떼 MD","M16 GDI 프리미어","",2011,61265,938,흰색,
30702603,"아반떼 MD","M16 GDI 럭셔리","",2012,10250,720,은색,rearDoorRight|frontDoorLeft|frontDoorRight|frontFenderLeft
30959910,"아반떼 MD","M16 GDI 프리미어","",2011,108297,799,흰색,
31061056,"아반떼 MD","M16 GDI 프리미어","",2011,128300,650,은색,frontFenderRight
31133051,"아반떼 MD","M16 GDI 디럭스","",2011,130436,450,은색,quarterPanelRight|rearDoorRight|sideSillPanelRight|radiatorSupport|frontFenderLeft
30605206,"아반떼 MD","M16 GDI 럭셔리","",2011,129427,650,흰색,frontFenderLeft
30268922,"아반떼 MD","M16 GDI 모던","",2013,70891,730,은색,quarterPanelLeft|trunkLead|trunkFloor|rearSideMemberLeft|rearPanel
31020869,"아반떼 MD","M16 GDI 탑","",2012,104576,730,흰색,frontFenderRight|hood|radiatorSupport
30832583,"아반떼 MD","M16 GDI 프리미어","",2011,92588,800,은색,
