cid,model,badge,badgedetail,formyear,mileage,price,color,accident
30254996,"아반떼 AD","1.6 GDI 스타일","",2018,54071,1120,흰색,radiatorSupport
30509567,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,70000,1090,흰색,quarterPanelRight|rearDoorRight|quarterPanelLeft|trunkLead|sideSillPanelRight|frontDoorLeft|rearPanel|rearDoorLeft
31254214,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,32460,1550,흰색,
31178940,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,28074,1460,흰색,
31010094,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,57594,1440,청색,
31079025,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,123398,1050,검정색,
30670684,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,26505,1490,흰색,
31083454,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,20210,1180,흰색,insidePanelRight|frontFenderRight|hood|trunkLead|sideSillPanelRight|frontDoorRight|radiatorSupport
31190346,"아반떼 AD","1.6 GDI 스타일","",2017,72272,1030,흰색,frontPanel|hood|frontFenderLeft
29846581,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,79687,890,은색,frontSideMemberLeft|frontSideMemberRight|hood|radiatorSupport
30926902,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,79852,1190,흰색,trunkLead|radiatorSupport|rearPanel
31146952,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,80799,1090,은색,frontFenderRight|hood|sideSillPanelLeft|rearDoorLeft
30923589,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,62722,1440,흰색,
30614704,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,96646,1280,흰색,
30496189,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,122694,1070,흰색,rearDoorRight|hood|frontDoorRight|radiatorSupport
31207303,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,39517,1400,쥐색,
31141757,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,57462,1350,흰색,trunkLead
29833944,"아반떼 AD","1.6 GDI 스타일","",2017,18640,1220,흰색,
30692038,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,38104,1259,흰색,
31171160,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,56046,9999,은색,sideSillPanelRight
31189846,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,32594,1370,은색,
30275914,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2017,55846,1390,흰색,hood|trunkLead|radiatorSupport
30716911,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,87068,980,쥐색,quarterPanelLeft|sideSillPanelLeft|rearPanel|rearDoorLeft
30598222,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,80783,1150,검정색,
30354077,"아반떼 AD","1.6 GDI 프리미엄","",2016,93941,1299,진주색,
31243431,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,86226,1240,흰색,
31084251,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,37962,1290,흰색,
30821294,"아반떼 AD","1.6 GDI 스타일","",2016,109577,990,흰색,
31238115,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,80846,1349,흰색,
31234809,"아반떼 AD","1.6 GDI 스타일","",2016,14094,900,흰색,frontFenderRight|frontFenderLeft
31208542,"아반떼 AD","1.6 GDI 스타일","",2017,140058,870,흰색,trunkLead|rearPanel
30795343,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,62000,1120,은색,radiatorSupport|frontFenderLeft
30976079,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,107776,1110,흰색,trunkLead
30508147,"아반떼 AD","1.6 GDI 스타일","",2017,161827,799,흰색,quarterPanelRight|quarterPanelLeft|trunkLead|rearPanel
31093221,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,78289,1330,은회색,quarterPanelRight
31197140,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,77666,1300,흰색,
31121967,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,89057,1440,흰색,
30887750,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,23229,1460,은색,
31245344,"아반떼 AD","1.6 GDI 모던","스페셜",2016,121360,1070,쥐색,
30428565,"아반떼 AD","1.6 GDI 스타일","",2017,125454,850,흰색,frontFenderRight|frontDoorRight
31091937,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,40712,1399,검정색,
31238999,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,51367,1350,흰색,
31087138,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,108179,1150,흰색,hood
29594956,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,77449,1150,흰색,quarterPanelLeft
31065589,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,55110,1450,흰색,
30819287,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,50065,1360,쥐색,
31139039,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,82801,1170,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
30612073,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,34507,1399,쥐색,
31092345,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,43066,1140,은회색,frontFenderRight|frontPanel|hood|frontFenderLeft
31032871,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,125809,1000,쥐색,
31240407,"아반떼 AD","1.6 GDI 스타일","",2016,96000,1130,흰색,hood
31165223,"아반떼 AD","1.6 GDI 프리미엄","",2016,49000,1400,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31163660,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,22634,1479,흰색,
30789057,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,56083,1450,흰색,sideSillPanelRight|sideSillPanelLeft
31202453,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,73250,1390,흰색,
31224646,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,31815,1390,검정색,
29854492,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,46162,1090,은색,quarterPanelRight|rearDoorRight|sideSillPanelRight
29636025,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,14146,1399,은색,
31120897,"아반떼 AD","1.6 GDI 스타일","",2018,103080,990,흰색,crossMember|trunkLead|rearPanel
31168760,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2018,32095,1230,흰색,frontFenderRight|frontSideMemberLeft|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
31077978,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,33706,1380,검정색,
31182811,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,89289,1230,빨간색,
31177178,"아반떼 AD","1.6 GDI 스타일","",2017,30071,1250,은색,
31191876,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,20337,1160,쥐색,quarterPanelRight|frontFenderRight|hood|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
30911245,"아반떼 AD","1.6 GDI 프리미엄","",2018,53281,1620,흰색,
31036336,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,49340,1350,쥐색,
31141963,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,86317,1239,흰색,hood|radiatorSupport
31139774,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,86310,22,흰색,hood|radiatorSupport
31127260,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,77398,1090,흰색,insidePanelRight|frontFenderRight|hood|frontDoorRight|radiatorSupport|frontFenderLeft
31232994,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,26801,1370,흰색,
31033464,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,63578,1390,흰색,frontFenderRight
30982601,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,61578,1269,흰색,sideSillPanelRight
30967922,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2017,48313,1490,흰색,
31223366,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,91317,1150,분홍색,sideSillPanelLeft|frontDoorLeft|frontFenderLeft|rearDoorLeft
31210028,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,34827,1350,은색,
30180914,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,22898,1270,흰색,frontFenderRight|frontSideMemberLeft|frontSideMemberRight|frontWheelHouseLeft|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
30986239,"아반떼 AD","1.6 GDI 프리미엄","",2018,32906,1550,빨간색,trunkLead|rearPanel
31071064,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,40886,1490,흰색,
31144841,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,60422,1250,흰색,frontFenderRight|hood|trunkLead|radiatorSupport
30761072,"아반떼 AD","1.6 GDI 스타일","",2016,35455,1100,흰색,frontFenderRight|hood
31141863,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,27999,1379,흰색,hood
30696354,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,113000,990,흰색,frontFenderRight|hood|radiatorSupport
30838403,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,65424,1280,청색,
31047243,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,80189,1270,쥐색,
31097068,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,63807,1270,흰색,
31078786,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,56403,1380,쥐색,
30971276,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,22953,1480,흰색,
31061880,"아반떼 AD","1.6 GDI 프리미엄","",2018,94425,9999,청색,trunkLead
30662547,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,80575,1330,흰색,
31201934,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,42633,1580,검정색,frontFenderLeft
30704195,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,128000,890,쥐색,hood|rearPanel
30980435,"아반떼 AD","1.6 GDI 스타일","",2018,67246,999,흰색,
31253212,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,59432,1130,쥐색,quarterPanelRight|trunkLead|trunkFloor|rearPanel
30874890,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,53461,1290,검정색,
31198916,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,21050,1420,은색,
31219324,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,103033,1150,쥐색,
30692528,"아반떼 AD","1.6 GDI 스타일","",2017,130417,980,흰색,
30722743,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,93788,1130,검정색,
31073735,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,66689,1390,흰색,
31222975,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,105602,1170,흰색,
31189457,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,62014,1120,은색,radiatorSupport|frontFenderLeft
30517856,"아반떼 AD","1.6 GDI 스타일","",2018,56423,1050,흰색,frontFenderRight|frontDoorRight|radiatorSupport|frontFenderLeft
30825501,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,49849,1470,흰색,
30809138,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,22971,1269,은색,frontFenderRight|radiatorSupport|frontFenderLeft
30829915,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,104404,1240,흰색,
30376330,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,94823,1050,검정색,
30870833,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,35490,1430,흰색,
30480810,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,64282,1249,흰색,hood|frontFenderLeft
31146634,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,109591,1000,흰색,frontFenderRight|frontSideMemberLeft|frontSideMemberRight|hood|radiatorSupport
30606044,"아반떼 AD","1.6 GDI 스타일","",2018,61391,990,은색,frontFenderRight|quarterPanelLeft|pillarPanelRearLeft|hood|pillarPanelMiddleLeft|sideSillPanelLeft|frontDoorLeft|radiatorSupport|frontFenderLeft|rearDoorLeft|pillarPanelFrontLeft
31233814,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,134178,990,은회색,trunkLead|rearPanel
30837178,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,142572,930,쥐색,quarterPanelRight|frontFenderRight|hood|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
31019822,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,39719,1290,은색,
30166123,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2017,72013,1220,흰색,quarterPanelRight|frontFenderRight|rearDoorRight|hood|frontDoorRight
30741527,"아반떼 AD","1.6 GDI 프리미엄","",2018,73740,1490,흰색,
30610742,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,128209,990,검정색,frontFenderRight|hood|frontFenderLeft
30657367,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,42215,1360,은회색,frontDoorLeft|frontFenderLeft
30827989,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,30898,1390,흰색,
31191300,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,66680,1390,흰색,
30905325,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,33529,1080,흰색,quarterPanelLeft|trunkLead|rearWheelHouseLeft|packageTray|rearPanel
30806218,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,50091,1290,쥐색,
31040459,"아반떼 AD","1.6 GDI 프리미엄","",2016,84500,1490,검정색,
30967250,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,15612,1450,흰색,
30545953,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2018,76895,1290,흰색,frontFenderRight|quarterPanelLeft|hood|radiatorSupport|frontFenderLeft
30893168,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,57379,1340,쥐색,
31214394,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,49452,1220,쥐색,trunkLead|frontFenderLeft|rearPanel
30406982,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,39608,1150,쥐색,quarterPanelLeft|trunkLead|rearPanel
30563056,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,72305,1300,흰색,frontDoorLeft
31195829,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,41185,1335,흰색,
30715391,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,64291,1300,은색,frontFenderRight|frontFenderLeft
30538215,"아반떼 AD","1.6 GDI 스타일","",2016,100600,990,흰색,
30715684,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,79106,1250,은회색,
30847328,"아반떼 AD","1.6 GDI 스타일","",2018,46443,1040,흰색,quarterPanelLeft|rearDoorLeft
31040150,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,49431,1430,흰색,
30623949,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,60904,1230,흰색,frontFenderRight
30117044,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,17271,1300,빨간색,
31202318,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,98309,1120,흰색,frontFenderRight|frontDoorRight
30653532,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,112113,969,은색,frontDoorLeft|frontFenderLeft|rearDoorLeft|pillarPanelFrontLeft
31083571,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,28759,1330,흰색,rearDoorRight|hood|radiatorSupport|frontFenderLeft
30853626,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,93559,1099,쥐색,
31076768,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,74420,1380,은색,
30437604,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,39195,1130,흰색,frontFenderRight|hood|frontDoorLeft|radiatorSupport|frontFenderLeft
30836186,"아반떼 AD","1.6 GDI 스타일","",2016,49831,799,은색,frontFenderRight|hood|trunkLead|radiatorSupport|frontFenderLeft
31106823,"아반떼 AD","1.6 GDI 스타일","",2017,46908,890,은색,insidePanelRight|frontFenderRight|frontDoorRight
31250448,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,67379,1399,흰색,
31120603,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,59096,1270,은색,frontDoorLeft
30933333,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,70369,1400,쥐색,
30752832,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,46818,1350,흰색,hood
31120257,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,58423,1340,흰색,
30807149,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,105300,1149,흰색,frontFenderLeft
30465737,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,82000,890,쥐색,insidePanelRight|frontWheelHouseRight|frontFenderRight|hood
30920002,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,8325,1450,흰색,frontFenderRight
30323597,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,59436,1390,쥐색,
31112840,"아반떼 AD","1.6 GDI 스타일","",2016,100587,929,흰색,frontFenderRight|frontFenderLeft
30227277,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2018,98852,999,쥐색,insidePanelRight|frontWheelHouseRight|frontFenderRight|frontSideMemberLeft|frontSideMemberRight|dashPanel|frontWheelHouseLeft|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
30553845,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,42190,1490,흰색,
30444407,"아반떼 AD","1.6 GDI 프리미엄","",2017,20631,1850,흰색,
30096802,"아반떼 AD","1.6 GDI 프리미엄","",2018,44822,1750,흰색,
31160546,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,68000,1199,흰색,trunkLead
30280610,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,86383,1190,은색,trunkLead|radiatorSupport
30669325,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,43704,1430,흰색,
31163593,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,21619,1489,흰색,
31191886,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,106531,1020,흰색,rearDoorRight|frontDoorRight
30861075,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,71322,1199,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31171946,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2017,84119,1450,흰색,
31018988,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,45779,1300,흰색,frontFenderRight
31180701,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,29589,1350,검정색,frontFenderRight|hood
30597260,"아반떼 AD","1.6 GDI 모던","스페셜",2017,57984,1490,검정색,frontFenderRight
30887426,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,9506,1620,은색,
30557331,"아반떼 AD","1.6 GDI 프리미엄","",2016,44522,1450,청색,
30116895,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,21881,1580,흰색,
30826212,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,79551,1339,흰색,
30812638,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2018,90939,1429,쥐색,
30919925,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,53506,3333,은회색,
31042297,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,11828,1460,검정색,
30547426,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,71497,870,흰색,insidePanelRight|frontWheelHouseRight|frontFenderRight|frontSideMemberLeft|frontPanel|frontSideMemberRight|frontWheelHouseLeft|hood|insidePanelLeft|frontFenderLeft
30861986,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,73929,1180,쥐색,radiatorSupport|frontFenderLeft
30769128,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,29770,1350,흰색,quarterPanelRight|rearDoorRight|hood
31249187,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,24884,1250,흰색,frontFenderRight|frontSideMemberLeft|frontSideMemberRight|hood|insidePanelLeft|radiatorSupport|frontFenderLeft
31023418,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,79983,1230,흰색,
30553866,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,32894,1360,검정색,rearDoorRight
30524560,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2018,133663,1180,흰색,
31225103,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,40000,1390,쥐색,
31186590,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,68000,1230,흰색,
30899353,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,42025,1400,흰색,
31185463,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,37352,1450,흰색,
31213028,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,34695,1400,청색,
30910464,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,45926,1430,흰색,
31233989,"아반떼 AD","1.6 GDI 프리미엄","",2017,38130,1560,쥐색,
30485685,"아반떼 AD","1.6 GDI 스타일","",2017,154438,850,흰색,quarterPanelRight|frontFenderRight|rearDoorRight|hood|frontDoorRight
30806248,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,37430,1320,은회색,rearDoorRight
30816372,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,91878,1050,흰색,rearDoorRight|hood|frontDoorLeft|radiatorSupport|frontFenderLeft
31180034,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,80326,1280,쥐색,
31185707,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,98447,1140,흰색,
30714546,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,50305,1375,은색,
31048939,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,74700,1299,흰색,
31224436,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,25249,1350,흰색,frontSideMemberLeft|hood|frontFenderLeft
30990553,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,142723,930,흰색,frontFenderRight|trunkLead
31209711,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,72000,1200,빨간색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
30918701,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,68000,1199,흰색,trunkLead
30918608,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,50000,1279,은색,trunkLead
31110858,"아반떼 AD","1.6 GDI 스타일","",2017,25628,990,흰색,
30602544,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,39941,1130,하늘색,insidePanelRight|pillarPanelFrontRight|frontFenderRight|hood|frontFenderLeft
31058329,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,29643,1470,쥐색,
30863119,"아반떼 AD","1.6 GDI 모던","스페셜",2016,68955,1350,은색,quarterPanelRight
30982982,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,51095,1230,흰색,quarterPanelLeft|rearDoorLeft
31140399,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,54846,1300,흰색,frontDoorRight
31170255,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,44023,1320,흰색,
31254161,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,88062,1150,흰색,frontFenderRight
30208318,"아반떼 AD","1.6 GDI 스타일","",2018,25675,3333,은색,
30085306,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,135774,800,흰색,quarterPanelRight|frontFenderRight|rearDoorRight|hood|radiatorSupport|frontFenderLeft
31180091,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,11723,1550,흰색,
31077938,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,55456,1120,흰색,insidePanelRight|frontFenderRight|frontSideMemberLeft|frontSideMemberRight|hood|radiatorSupport|frontFenderLeft
30153721,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,109030,1199,흰색,
30925436,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,91840,1060,쥐색,
30867269,"아반떼 AD","1.6 GDI 스타일","",2018,114630,990,흰색,
31192570,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2017,55247,1330,흰색,quarterPanelLeft|trunkLead|rearPanel
30743829,"아반떼 AD","1.6 GDI 프리미엄","",2016,35619,1480,쥐색,
30990972,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,62581,999,흰색,frontWheelHouseLeft|hood|frontDoorLeft|insidePanelLeft|radiatorSupport|frontFenderLeft
31032327,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,21300,1330,은색,
31219454,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,103726,990,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31006863,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,92322,1230,흰색,
31120220,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,60908,1360,흰색,
30631591,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,100670,970,흰색,frontFenderLeft|rearPanel
30831209,"아반떼 AD","1.6 GDI 모던","스페셜",2016,81668,1070,흰색,frontFenderRight|hood|radiatorSupport|frontFenderLeft
31031799,"아반떼 AD","1.6 GDI 스타일","",2016,40726,1190,흰색,
29772604,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,105566,1150,흰색,
30563109,"아반떼 AD","1.6 GDI 스타일","",2018,35248,1070,은색,
31070195,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,27862,1250,쥐색,frontFenderRight
31123303,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2017,125486,890,흰색,hood|radiatorSupport
30943209,"아반떼 AD","1.6 GDI 프리미엄","",2018,60000,1499,쥐색,
31137286,"아반떼 AD","1.6 GDI 스타일","",2018,40000,1199,은색,
30926147,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2017,64837,1450,진주색,
30986699,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,117545,990,검정색,frontFenderRight|hood|trunkLead|radiatorSupport|frontFenderLeft|rearPanel
29681013,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2016,74619,1120,은색,
31105688,"아반떼 AD","1.6 GDI 스마트","스페셜",2017,126858,1039,흰색,quarterPanelLeft|trunkLead|trunkFloor|rearSideMemberLeft|rearPanel
31238573,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,26429,1490,쥐색,
30142106,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,56310,1299,은색,
30701731,"아반떼 AD","1.6 GDI 모던","스페셜",2016,79101,1090,빨간색,frontFenderRight|rearDoorRight|frontDoorRight
30921887,"아반떼 AD","1.6 GDI 프리미엄","",2016,46872,1440,은색,
30949888,"아반떼 AD","1.6 GDI 스마트","(세부등급 없음)",2018,132431,1030,흰색,
31020767,"아반떼 AD","1.6 GDI 모던","(세부등급 없음)",2016,43827,1470,흰색,
31164218,"아반떼 AD","1.6 GDI 밸류 플러스","",2018,96513,1020,흰색,frontFenderRight|hood|frontDoorLeft|radiatorSupport|frontFenderLeft
31090411,"아반떼 AD","1.6 GDI 밸류 플러스","",2017,36642,1390,흰색,
30769149,"아반떼 AD","1.6 GDI 스타일","",2017,103937,950,흰색,
31035143,"아반떼 AD","1.6 GDI 스마트","스페셜",2016,132796,1070,흰색,
31232943,"아반떼 AD","1.6 GDI 프리미엄","",2016,79897,1450,흰색,trunkLead
30768997,"아반떼 AD","1.6 GDI 모던","스페셜",2017,54336,1220,흰색,frontFenderRight|rearDoorRight|hood|insidePanelLeft|frontDoorRight|radiatorSupport|frontFenderLeft
